Link,Abstrak,Author,Pub,Ed
detail.jsp?id=43520&lokasi=lokal,"Pengaruh Kualitas Layanan Pengiriman Ekspres terhadap Repurchase Intention oleh Pelanggan pada Situs E-Commerce di Indonesia E-commerce dan pengiriman ekspres merupakan dua hal yang saling bergantung. E-commerce membutuhkan pengiriman ekspres untuk mengirimkan pesanan pelanggannya, dan dengan adanya e-commerce, paket yang dikirim melalui pengiriman ekspres semakin banyak. Penelitian ini bertujuan untuk mengetahui pengaruh kualitas layanan pengiriman ekspres terhadap repurchase intention oleh pelanggan e-commerce khususnya B2C dan C2C. Penelitian dilakukan dengan pendekatan kuantitatif dan pengumpulan data dilakukan dengan menyebarkan kuesioner kepada pengguna e-commerce B2C atau C2C yang pernah berbelanja minimal sekali dan barang yang dibeli tersebut dikirim menggunakan pengiriman ekspres. Data yang terkumpul sebanyak 582 data responden, kemudian dianalisis menggunakan Covariance Based SEM (CB-SEM) dengan bantuan program AMOS 22. Hasil penelitian ini menunjukkan bahwa dimensi responsiveness, dan empathy dari kualitas layanan pengiriman ekspres berpengaruh positif terhadap kepuasan dan kepercayaan pelanggan berbelanja online yang kemudian memberikan pengaruh positif terhadap repurchase intention.",Yoga Nurdani  ," Publisher: Depok: Fakultas Ilmu Komputer UI, 2016 Call Number: SK-1461 (Softcopy SK-943) ",Puspa Indahati Sandhyaduhita
detail.jsp?id=43474&lokasi=lokal,"Pengaruh Kustomisasi dan Perizinan pada Location-Based Advertising terhadap Niat Berperilaku Konsumen Penelitian ini menganalisis pengaruh pendekatan periklanan interaktif (kustomisasi, perizinan, intrusiveness) dan promosi penjualan pada Location-Based Advertising (LBA) terhadap niat berperilaku konsumen setelah menerima pesan LBA tersebut. Penelitian ini menggunakan survei online berbasis skenario yang memanipulasi waktu, lokasi, isi pesan LBA, dan alur komunikasi melalui proses kustomisasi dan perizinan. Data yang terkumpulkan berasal dari 835 responden dan dianalisis dengan menggunakan teknik PLS-SEM melalui aplikasi SmartPLS 2.0. Hasil penelitian menyatakan bahwa kustomisasi, perizinan, tingkat intrusiveness yang rendah, dan promosi penjualan pada LBA berpengaruh secara positif terhadap niat berperilaku konsumen melalui kepuasan dan nilai yang dirasakan konsumen.",Fitri Purnama Sari  ," Publisher: Depok: Fakultas Ilmu Komputer, 2016 Call Number: SK-1417 (Softcopy SK-899) ",Muhammad Rifki Shihab
detail.jsp?id=43491&lokasi=lokal,"Pengaruh Pemenuhan Kebutuhan terhadap Intensi untuk Membeli Kembali Digital Items pada Digital Games Penelitian ini memperluas konsep expectancy-confirmation model (ECM) dengan mengadopsi konsep perceived value dan pemenuhan kebutuhan (gratifications) yang diterima pengguna dalam penggunaan digital items pada digital games. Penelitian ini ingin mengetahui bagaimana pengaruh pemenuhan kebutuhan terhadap intensi pengguna untuk membeli kembali digital items pada digital games, melalui kepuasan pengguna dan perceived value. Dalam hal ini, pemenuhan kebutuhan dikelompokkan ke dalam beberapa jenis yang akan memberikan tingkat pengaruh yang berbeda pada intensi pengguna untuk membeli kembali. Pemenuhan kebutuhan yang digunakan dalam penelitian ini adalah enjoyment, fantasy, social presence, social interaction, achievement dan customization. Selain itu, penelitian ini juga ingin mengetahui pengaruh pengalaman berbelanja online terhadap intensi pengguna untuk membeli kembali digital items pada digital games. Hal ini karena adanya potensi perubahan intensi pengguna karena pengalaman yang dirasakannya. Pada penelitian ini diperoleh 495 responden yang merupakan pengguna digital games yang sudah pernah membeli digital items. Responden tersebar di daerah Jabodetabek, Yogyakarta, Bandung, dan lainnya. Data dianalisis dengan menggunakan teknik analisis structural equation modelling (SEM) dengan tools SmartPLS 3.0. Hasil dari penelitian ini menyimpulkan bahwa pemenuhan kebutuhan enjoyment dan customization memberikan pengaruh melalui kepuasan pengguna terhadap intensi untuk membeli kembali digital items pada digital games, sedangkan pemenuhan kebutuhan enjoyment, social presence dan social interaction memberikan pengaruh melalui perceived value. Selain itu, hasil penelitian ini juga menyimpulkan bahwa pengalaman berbelanja online terbukti memberikan pengaruh terhadap intensi untuk membeli kembali digital items pada digital games.",Hilmy Mahfuzra  ," Publisher: Depok: Fakultas Ilmu Komputer UI, 2016 Call Number: SK-1432 (Softcopy SK-914) ",Achmad Nizar Hidayanto
detail.jsp?id=44964&lokasi=lokal,"Pengaruh Penerapan Persuasive System Design pada Intensi untuk Menggunakan Aplikasi Mobile Health Berdasarkan tujuannya, aplikasi mobile health tergolong sebagai persuasive systems. Persuasive systems perlu dirancang dengan baik agar pengguna mau mengadopsinya. Rancangan yang baik terdapat pada teori Persuasive System Design (PSD), di mana terdapat faktor-faktor primary task support, dialogue support, systems credibility, dan social support. Pengguna aplikasi mobile health mempersepsikan setiap faktor tersebut dengan proses belief. Belief dapat dikelompokkan sebagai attitudinal belief, health-related belief, dan social-related belief. Dari faktor-faktor belief yang ada, peneliti mengolah hingga didapatkan faktor-faktor potensial. Penelitian ini mengajukan attitudinal belief yang berisi relative advantage, ease of use, dan compatibility; health-related belief berisi health threat dan health motivation; serta social-related belief yang berisi social influence. Penelitian ini bertujuan untuk mengetahui bagaimana pengaruh belief terhadap persuasive system untuk kemudian mengetahui intensi untuk mengadopsi aplikasi mobile health. Penelitian ini menggunakan pendekatan kuantitatif dan mengumpulkan data menggunakan metode survei. Penulis berhasil mengumpulkan 663 data responden yang mengisi kuesioner yang disebarkan secara online. Penulis menggunakan metode Partial Least Square  Structural Equation Modeling (PLS-SEM) dengan perangkat lunak SmartPLS 3.0. Penelitian ini menemukan bahwa terdapat pengaruh primary task support, dialogue support, systems credibility terhadap kelompok attitudinal belief. Secara umum, primary task support memberi pengaruh yang lebih signifikan pada kelompok attitudinal belief dibanding dialogue support, systems credibility. Selain itu, penelitian ini menemukan bahwa relative advantage, compatibility, health threat, dan social influence berpengaruh terhadap intensi untuk menggunakan aplikasi mobile health dengan relative advantage sebagai faktor yang paling signifikan.",Fransisca Natalia Damayani  ," Publisher: Depok: Fakultas Ilmu Komputer, 2017 Call Number: SK-1537 (Softcopy SK-1017) ",Achmad Nizar
detail.jsp?id=43553&lokasi=lokal,"Pengaruh Persepsi Pengguna dan Interaksi terhadap Kepercayaan Antarpribadi dan Dampaknya terhadap Niat Jual Beli Pengguna pada Situs C2C E-commerce Penggunaan situs C2C e-commerce untuk berbelanja dan berjualan terus meningkat dari waktu ke waktu. Untuk transaksi pada situs C2C e-commerce berjalan, diperlukan kepercayaan antarpribadi baik bagi pembeli maupun penjual. Kepercayaan penting sifatnya untuk keberlangsungan situs C2C e-commerce. Penelitian ini bertujuan untuk mengetahui pengaruh kepercayaan antarpribadi terhadap niat jual beli pengguna situs C2C e-commerce. Selain itu, penelitian ini juga menyelidiki pengaruh persepsi dan interaksi terhadap terbentuknya kepercayaan antarpribadi. Metode yang dipakai untuk analisis data pada penelitian ini adalah metode kuantitatif dengan teknik partial least square (PLS) menggunakan SmartPLS. Penelitian ini berhasil mengumpulkan 776 pembeli dan 106 penjual sebagai responden penelitian ini. Penelitian ini membandingkan hal-hal yang mempengaruhi kepercayaan pada penjual dan pembeli dan menemukan bahwa kepercayaan terhadap penjual dipengaruhi oleh expertise dan opportunism penjual sedangkan kepercayaan terhadap pembeli dipengaruhi oleh opportunism pembeli dan interaksi antara kedua pihak. Selain itu, tidak hanya menunjukkan bahwa kepercayaan terhadap penjual mempengaruhi niat berbelanja, penelitian ini membuktikan bahwa kepercayaan terhadap pembeli mempengaruhi niat berjualan pengguna.",Fanny Tashia  ," Publisher: Depok: Fak. Ilmu Komputer, 2016 Call Number: SK-1480 (Softcopy SK-962) ",Muhammad Rifki Shihab
detail.jsp?id=46142&lokasi=lokal,"Pengaruh Persuasiveness dan Perceived Brand Image dalam Pembentukan Image Produk Gadget Melalui Online Review Video di YouTube Pembimbing : Dr. Achmad Nizar Hidayanto S.Kom., M.Kom.      Penelitian ini bertujuan untuk menganalisis pengaruh pesan persuasif, perasaan teryakinkan, dan perceived brand image, terhadap pembentukan image produk gadget melalui online review video di YouTube. Penelitian ini menggunakan pendekatan kuantitatif dan pengumpulan data menggunakan metode survei. Penulis berhasil mengumpulkan 1413 data responden yang mengisi kuesioner secara online. Penulis menganalisis data menggunakan Covariance-Based Structural Equation Modeling (CB-SEM) dan regresi linear dengan bantuan tools IBM AMOS 21.0 dan IBM Statistics SPSS 25. Hasil dari penelitian ini menunjukkan bahwa kualitas argumen, popularitas video, dan daya tarik video memiliki pengaruh positif terhadap perasaan teryakinkan. Penelitian ini juga menemukan bahwa terdapat pengaruh positif perasaan teryakinkan terhadap pembentukan citra kognitif dan citra afektif. Selain itu, penelitian ini juga menemukan bahwa citra kognitif dan citra afektif  memiliki pengaruh positif terhadap citra konatif. Pengaruh positif yang diberikan oleh citra kognitif terhadap citra afektif juga ditemukan dalam penelitian ini. Penelitian ini juga menemukan bahwa perceived brand image tidak memiliki pengaruh terhadap hubungan antara perasaan teryakinkan dan citra kognitif. Terakhir, penelitian ini menemukan bahwa perceived brand image berpengaruh positif terhadap hubungan antara perasaan teryakinkan dengan citra afektif.",Aminur Muda  ," Publisher: Depok : Fakultas Ilmu Komputer Universitas Indonesia, 2018 Call Number: SK-1623(Sofcopy SK-1105) ",Achmad Nizar Hidayanto
detail.jsp?id=46176&lokasi=lokal,"Pengaruh Psychological Contract terhadap Purchase Intention Melalui Penilaian Iklan Pada Akun Media Sosial Suatu Brand Penelitian ini bertujuan untuk mencari tahu bagaimana peranan psychological contract terhadap penilaian iklan di media sosial oleh followers dan bagaimana penilaian tersebut berdampak pada purchase intention. Terdapat empat faktor psychological contract yang dilihat pada penelitian ini, yakni good faith and fair dealings (GFFD), relational benefit (RB), relational conditions (RC), dan intrinsic relational characteristic (IRC). Faktor penilaian iklan yang diteliti adalah ads avoidance, ads attitude, ads skepticism, dan ads credibility. Digunakan metode kuantitatif dengan penggunaan kuesioner untuk penelitian ini. Sebanyak 813 data responden yang berhasil terkumpul diolah dengan metode PLS-SEM dengan bantuan software SmartPLS. Hasil yang didapatkan pada penelitian ini adalah psychological contract dapat memengaruhi penilaian iklan di media sosial dan penilaian tersebut dapat memengaruhi purchase intention dari followers.",Raden Rara Intania Nurhanifah  ," Publisher: Depok: Fakultas Ilmu Komputer Universitas Indonesia, 2018 Call Number: SK-1625 (Softcopy SK-1107) ",Achmad Nizar Hidayanto
detail.jsp?id=46695&lokasi=lokal,"Pengaruh Radial Basis Function Terhadap Stabilitas Classifier Makanan Betawi dari Serangan Adversarial Fast Gradient Sign Method Pembimbing : Dina Chahyati, S.Kom., M.Kom. Meski arsitektur neural network telah banyak mendapatkan pengakuan terhadap kinerjanya untuk menyelesaikan machine learning task seperti klasifikasi visual, beberapa penelitian megungkapkan bahwa neural network tidak stabil ketika diberikan serangan adversarial. Serangan adversarial adalah tipe serangan yang membuat adversarial example agar model melakukan kesalahan klasifikasi. Salah satu metode untuk membuat adversarial example yang cepat dan murah secara komputasional adalah Fast Gradient Sign Attack. Beberapa penelitian telah membuktikan bahwa sifat natural dari komponen non-linier memiliki resistansi terhadap adversarial attack. Pada penelitian ini, dilakukan perbandingan antara dua classifier yang menggunakan komponen non-linier Radial Basis Function (RBF) dengan yang tidak pada fully-connected layer-nya. Hasil menunjukan bahwa classifier yang menggunakan komponen non-linier RBF dapat mempertahankan hasil klasifikasi 15-17% lebih baik daripada classifier yang tidak menggunakannya.",Fellita Candini  ," Publisher: Depok: Fakultas Ilmu Komputer Universias Indonesia, 2018 Call Number: SK-1703 (Softcopy Sk-1185) ",Dina Chahyati
detail.jsp?id=4503&lokasi=lokal,"Data multimedia semkain banyak dipergunakan dalam sistem informasi sehingga diperllukan adanya suatu sistem basisdata yang mampu mengelola berkas multimedia. Sampai saat ini terdapat beberapa cara untuk menangani berkas multimedia dalam suatu sistem basisdata. Mulai dari menampilkan nama berkas multimedia, menunjuk lokasi berkas multimedia samapi menyertakan berkas multimedia sebagai data dalam sistem basisdata. Pada sistem basisdata multimedia dengan metode penautan, berkas multimedia yang dipergunakan sebagai data kurang diperhatikan pengelolaannya. Kadang terdapat kesulitan untuk mendapatkan seluruh data berkas multimedia apabila diperlukan pemindahan basisdata dari suatu lokasi ke lokasi yang lain. Terdapat kesalahan pada basisdata karena berkas multimedia yang digunakan telah terhapus secara tidak sengaja. Besar kemungkinannya terjadi data yang mempergunakan berkas multimedi ayng sama terdapat pada lokasi yang berbeda-besa sehingga keefektifan dari ruang penyimapanan. Pada saat pendefinisian jenis data dlam suatu sistem basisdata, perancang harus membuat manipulasi agar dapat memasukkan berkas multimedi sebagai data dengan membuat nama dan lokasi berkas multimedia sebagai masukan. Dalam hal ini diperoleh kesulitan untuk dapat melakukan pencarian terhadap suatu data dimana kondisi yan gdiberikan adalah isi berkas multimedi adan bukan nama berkas multimedia yang digunakan. Dalam Tugas akhir ini dicoba untuk menangani penyediaan jenis data multimedia dan pengolaan berkas multimedi ayang dipergunakan sebagai data pada sistem basisdata multimedia. Pada akhir ini juga dibuat prototipe sistem basisdata multimedia yang menyediakan jenis data multimedia (picture dan sound) untuk digunakan oleh pemakai saat pembuatan basisdata","Sjarifuddin, Mohammad  "," Publisher: Depok: Fasilkom UI, 1997 Call Number: SK-0339 ",Fanny Santosa
detail.jsp?id=44985&lokasi=lokal,"Pengembangan Lanjut Ekspansi Entitas DBpedia pada Pembuatan Dataset Secara Otomatis untuk Named Entity Recognition Bahasa Indonesia Penelitian ini merupakan studi lanjutan terhadap pengembangan NER bahasa Indonesia menggunakan dataset yang dibangun secara otomatis menggunakan Wikipedia sebagai sumber data dan DBpedia sebagai referensi jenis entitas. Pada penelitian sebelumnya telah diusulkan metode ekspansi entitas DBpedia yang berhasil meningkatkan recall klasifikasi named entity. Pada penelitian ini diusulkan rule-rule tambahan pada metode ekspansi entitas DBpedia untuk meningkatkan performa NER. Selain itu, diusulkan juga rule untuk menghilangkan ambiguitas pada tahap pelabelan. Dataset yang telah dibentuk secara otomatis akan dijadikan data training dalam pembuatan model pada Stanford NER. Hasil dari penelitian ini mampu meningkatkan f1-score sebesar 6% dari penelitian sebelumnya.",Septiana Savitri  ," Publisher: Depok: Fakultas Ilmu Komputer, 2017 Call Number: SK-1552 (Softcopy SK-1034) Source Code SK-627 ",Ika Alfina
